protein1 protein2 combined_score
PPARG TGIF1 367
PPARG VDR 632
PPARG UBE2I 718
PPARG YWHAG 289
PPARG TLE1 159
PPARG RHOA 417
PPARG SMURF1 181
PPARG SRC 488
PPARG RXRG 949
PPARG RELA 939
PPARG PRKCE 277
PPARG XPO1 270
PPARGC1A SIRT1 994
PPARGC1A RORA 844
PPARGC1A SLC7A1 432
PPARGC1A PRKAA2 460
PPARGC1A PPRC1 644
PPARGC1A XPO1 214
PPARGC1A THRB 340
PPARGC1A PRDM1 277
PPARGC1A TRAF1 279
PPARGC1A TP53 882
PPARGC1A RXRB 324
PPARGC1A VDAC1 230
PPARGC1A SREBF2 279
PPARGC1A RXRA 979
PPARGC1A TFB2M 190
PPARGC1A UBE2I 270
PPARGC1A TXNRD2 265
PPARGC1A RELA 841
PPARGC1A RXRG 267
PPARGC1A VDR 206
PPARGC1A RPTOR 908
PPFIA4 PPP2R5B 196
PPFIA4 PPP2CB 179
PPFIA4 PTPRE 379
PPFIA4 SNAP25 600
PPFIA4 STRN 177
PPFIA4 PTPRG 170
PPFIA4 PTPN11 152
PPFIA4 PPP2R1B 179
PPFIA4 UNC13B 723
PPFIA4 STXBP1 600
PPFIA4 PTPRM 227
PPFIA4 PTPRR 221
PPFIA4 PTPRD 768
PPIA SF3A1 179
PPIA TPI1 159
PPIA PPP3R1 928
PPIA TARDBP 270
PPIA SAMHD1 270
PPIA RB1 270
PPIA RPL3L 154
PPIA SNRPG 248
PPIA QDPR 212
PPIA UBE2L6 169
PPIA PPIB 215
PPIA SF3B3 185
PPIA SNCA 349
PPIA RAC1 165
PPIA RAD23B 340
PPIA SF3A3 152
PPIA SRPK1 329
PPIA RPA2 271
PPIA TRIM5 598
PPIA RPS14 217
PPIA UBE2L3 169
PPIA TRA2B 152
PPIA SOD2 399
PPIA PRLR 576
PPIA TXNRD1 158
PPIA RNF4 270
PPIA RUVBL2 181
PPIB SEC61A1 256
PPIB SDHA 283
PPIB VDAC1 165
PPIB RPL3L 154
PPIB TP53 374
PPIB SNRPG 248
PPIB RPN1 272
PPIB SF3B3 179
PPIB SDC1 369
PPIB SHMT2 286
PPIB SHMT1 286
PPIB SOD2 226
PPIB SERPINH1 477
PPIB RRM1 382
PPIB VDAC2 307
PPIB PRDX4 358
PPIB UBQLN1 212
PPIB PRLR 276
PPIB RAB1A 216
PPIB SNCA 175
PPIB TRA2B 152
PPIB SDC2 161
PPM1A TRIB3 188
PPM1A RIPK2 177
PPM1A RAF1 177
PPM1A RIPK1 180
PPM1A SMAD2 724
PPM1A TYRO3 177
PPM1A ZAP70 177
PPM1A PPM1B 634
PPM1A PRKCB 270
PPM1A VDR 460
PPM1A TGFBR1 177
PPM1A RNASEL 241
PPM1A TBK1 263
PPM1A SMAD3 772
PPM1A PTEN 613
PPM1A TYK2 177
PPM1A SRC 177
PPM1A SMAD1 289
PPM1A SYK 177
PPM1A PRKCA 270
PPM1A RNF123 270
PPM1A PRKAA2 188
PPM1A XRCC5 198
PPM1A ROS1 177
PPM1A TGFBR2 222
PPM1A RABEP1 158
PPM1B TRIB3 188
PPM1B RIPK2 177
PPM1B RAF1 177
PPM1B RIPK1 214
PPM1B TYRO3 177
PPM1B YWHAE 170
PPM1B ZAP70 177
PPM1B SYK 177
PPM1B TGFBR2 192
PPM1B PRMT5 280
PPM1B ROS1 177
PPM1B PRKAA2 188
PPM1B SRC 187
PPM1B PSMD14 282
PPM1B VAV2 192
PPM1B TLE4 270
PPM1B TYK2 177
PPM1B SKI 270
PPM1B TGFBR1 177
PPM1B TBK1 215
PPM1B RNASEL 241
PPM1B PRKCD 161
PPM1D SF3A1 195
PPM1D TRIB3 259
PPM1D RIPK2 177
PPM1D RAF1 177
PPM1D RIPK1 177
PPM1D TYRO3 177
PPM1D ZAP70 177
PPM1D TP53 633
PPM1D PPP4C 356
PPM1D TAF10 175
PPM1D PSMC2 181
PPM1D SRC 177
PPM1D YWHAB 198
PPM1D SYK 177
PPM1D TGFBR2 177
PPM1D TPM4 181
PPM1D PRKAA2 259
PPM1D ROS1 177
PPM1D RPS6KA2 203
PPM1D TGFBR1 177
PPM1D RNASEL 242
PPM1D PTGES3 181
PPM1D TBK1 177
PPM1D RPS6KA3 302
PPM1D TP53INP1 211
PPM1D RAD50 152
PPM1D TYK2 177
PPM1D TUBB2A 181
PPM1G TRIB3 188
PPM1G RIPK2 177
PPM1G SNRPA 317
PPM1G RAF1 177
PPM1G XPO7 340
PPM1G SP110 288
PPM1G RIPK1 177
PPM1G TYRO3 177
PPM1G ZAP70 178
PPM1G TP53 169
PPM1G TBK1 183
PPM1G TGFBR1 177
PPM1G RNASEL 241
PPM1G XRCC6 179
PPM1G SULT1A1 271
PPM1G TYK2 177
PPM1G STAM 627
PPM1G SRPK1 272
PPM1G PSMA1 283
PPM1G STMN1 272
PPM1G SRC 177
PPM1G RELA 256
PPM1G TGFBR2 183
PPM1G XRCC5 181
PPM1G PRKAA2 188
PPM1G ROS1 177
PPM1G SYK 198
PPP1R8 PPP2CB 243
PPP1R8 PPP4C 243
PPP1R8 RNF4 270
PPP1R8 SHC1 678
PPP1R8 STXBP1 272
PPP1R8 SHMT2 272
PPP2CB RALA 164
PPP2CB PPP2R5B 833
PPP2CB PVALB 248
PPP2CB RBX1 600
PPP2CB TRIB3 190
PPP2CB YWHAE 186
PPP2CB RB1 163
PPP2CB PPP2R1B 978
PPP2CB PTPRJ 158
PPP2CB PPP2R2C 928
PPP2CB SUPT5H 196
PPP2CB ZFP36 295
PPP2CB PPP4C 773
PPP2CB TGFBRAP1 252
PPP2CB TLR6 174
PPP2CB RTN4RL1 164
PPP2CB SLIT1 173
PPP2CB VBP1 307
PPP2CB PRKAA2 190
PPP2CB RAF1 161
PPP2CB SNRPA1 181
PPP2CB RCAN1 224
PPP2CB STRN 873
PPP2CB YWHAB 186
PPP2CB TSKU 164
PPP2CB TLR1 174
PPP2CB YWHAG 186
PPP2CB TNNC2 248
PPP2CB PPP4R2 916
PPP2CB PTGES3 152
PPP2CB SMC1A 165
PPP2CB RBPJ 165
PPP2CB RNASEL 197
PPP2CB TLR2 164
PPP2CB RBL1 163
PPP2CB RSU1 164
PPP2CB STAG1 165
PPP2CB TGFBR2 202
PPP2CB SNCA 153
PPP2CB SCGN 248
PPP2CB PPP3R1 919
PPP2CB PRKG2 155
PPP2CB STAG3 155
PPP2CB TLR7 164
PPP2CB PSMA1 167
PPP2CB SRC 204
PPP2CB SLIT2 195
PPP2CB SLIT3 164
PPP2CB SYMPK 241
PPP2CB TNNC1 248
PPP2CB RELA 281
PPP2CB PSMA6 227
PPP2R1B RALA 428
PPP2R1B PPP2R5B 891
PPP2R1B RBX1 600
PPP2R1B PPP3R1 540
PPP2R1B PSMA6 150
PPP2R1B STRN 858
PPP2R1B STAT3 231
PPP2R1B PPP4C 721
PPP2R1B RPN1 272
PPP2R1B PSMD1 195
PPP2R1B TBCD 150
PPP2R1B XPO1 206
PPP2R1B PPP2R2C 975
PPP2R1B PPP4R2 604
PPP2R1B SLC25A5 165
PPP2R1B PSMB9 150
PPP2R1B RFC4 158
PPP2R1B SOS1 171
PPP2R1B PSMB2 150
PPP2R1B PSMD14 171
PPP2R1B RFC5 158
PPP2R1B S100A9 161
PPP2R1B SOD3 159
PPP2R1B SNAP91 175
PPP2R1B RFC3 195
PPP2R1B PSMA1 150
PPP2R1B RABEPK 165
PPP2R1B UGP2 183
PPP2R2C PPP2R5B 676
PPP2R2C PPP3R1 540
PPP2R2C STRN 231
PPP2R2C PPP4C 664
PPP2R2C TBCD 224
PPP2R2C PPP4R2 540
PPP2R2C TGFBRAP1 244
PPP2R2C STK38L 195
PPP2R2C SRPK1 156
PPP2R5B TBCD 173
PPP2R5B TRIB3 161
PPP2R5B PPP4R2 540
PPP2R5B SGK1 173
PPP2R5B PRKAA2 161
PPP2R5B SET 173
PPP2R5B PPP4C 592
PPP2R5B STRN 429
PPP2R5B PPP3R1 540
PPP2R5B RBX1 600
PPP2R5B UGP2 167
PPP2R5B SF3A3 183
PPP2R5B RAD52 290
PPP3R1 TRIB3 214
PPP3R1 PXN 165
PPP3R1 TNNI1 267
PPP3R1 RYR2 169
PPP3R1 TUBB2B 151
PPP3R1 SCN8A 163
PPP3R1 RIBC2 171
PPP3R1 TUBG1 151
PPP3R1 RHOA 164
PPP3R1 SUCLG2 163
PPP3R1 XPC 159
PPP3R1 PPP4R2 900
PPP3R1 RYR1 169
PPP3R1 TNNI3 296
PPP3R1 SMURF1 151
PPP3R1 SCN9A 163
PPP3R1 TUBA3C 151
PPP3R1 TRIO 174
PPP3R1 WDR90 252
PPP3R1 SMURF2 151
PPP3R1 PPP4C 534
PPP3R1 TUBB 151
PPP3R1 PRKDC 154
PPP3R1 TUBB2A 151
PPP3R1 TNNT1 167
PPP3R1 RCAN1 523
PPP3R1 TNNT2 173
PPP3R1 USP14 301
PPP3R1 SCN10A 163
PPP3R1 PRKAA2 214
PPP3R1 TNNT3 173
PPP3R1 SAC3D1 254
PPP3R1 SUCLA2 163
PPP4C PVALB 292
PPP4C TRIB3 189
PPP4C TNNC1 292
PPP4C SYMPK 241
PPP4C SNRPA1 164
PPP4C TLR2 164
PPP4C STRN 352
PPP4C YWHAE 186
PPP4C SLIT1 164
PPP4C RB1 163
PPP4C TP53 270
PPP4C RSU1 164
PPP4C RBL1 163
PPP4C PTGES3 152
PPP4C RNASEL 179
PPP4C PPP4R2 997
PPP4C TNNC2 292
PPP4C SDAD1 248
PPP4C YWHAG 186
PPP4C RPA2 406
PPP4C TSKU 164
PPP4C TLR1 189
PPP4C RELA 311
PPP4C SLIT3 164
PPP4C SLIT2 164
PPP4C TLR7 164
PPP4C SCGN 292
PPP4C TLR6 189
PPP4C TGFBRAP1 161
PPP4C STAU1 177
PPP4C SUPT5H 642
PPP4C REL 298
PPP4C YWHAB 186
PPP4C RCAN1 224
PPP4C SMAD5 284
PPP4C PRKAA2 189
PPP4C RTN4RL1 164
PPP4R2 SF3A1 366
PPP4R2 VASP 224
PPP4R2 SNRPA1 181
PPP4R2 SF3B3 181
PPP4R2 SDAD1 260
PPP4R2 SUPT5H 241
PPP4R2 TPM1 271
PPP4R2 TRA2B 271
PPP4R2 RPA2 270
PPRC1 SIRT1 552
PPRC1 SIRT2 169
PPRC1 RB1 264
PPRC1 SIRT6 171
PPRC1 PRKCD 230
PPT1 SNRPA1 156
PPT1 TLR2 156
PPT1 SLIT1 156
PPT1 RPL3L 243
PPT1 RTN4RL1 156
PPT1 SLIT3 156
PPT1 TLR1 156
PPT1 VDAC2 270
PPT1 TCOF1 271
PPT1 RSU1 156
PPT1 TLR7 156
PPT1 TLR6 156
PPT1 SLC25A13 270
PPT1 TSKU 156
PPT1 SLIT2 156
PRDM1 SPI1 181
PRDM1 STAT3 409
PRDM1 PRMT5 947
PRDM1 SIRT6 254
PRDM1 TLE1 488
PRDM1 SRC 181
PRDX4 PSMD7 183
PRDX4 RARA 272
PRDX4 SDHA 223
PRDX4 RBPJ 165
PRDX4 THSD4 208
PRDX4 PRSS3 157
PRDX4 PTPN14 185
PRDX4 PSMD14 165
PRDX4 SELENBP1 156
PRDX4 TXNRD2 188
PRDX4 PSMC3 246
PRDX4 PTPN21 185
PRDX4 TMX1 243
PRDX4 PSMC6 156
PRDX4 TXNRD1 296
PREP QDPR 272
PREP SNCA 448
PREP PSMD14 153
PREP TANK 192
PREX1 RALA 174
PREX1 RALBP1 163
PREX1 RRAS 174
PREX1 RAC2 415
PREX1 RAB2A 151
PREX1 RHOF 189
PREX1 PXN 195
PREX1 RALB 174
PREX1 RICTOR 589
PREX1 RPTOR 483
PREX1 RHOD 189
PREX1 PRKDC 278
PREX1 RHOT2 158
PREX1 RHOG 321
PREX1 SORBS2 175
PREX1 RAC1 878
PREX1 RHOT1 151
PREX1 RAB4A 151
PREX1 RIT1 174
PREX1 SORBS1 268
PREX1 RHOH 189
PREX1 RHOBTB3 189
PREX1 WEE1 200
PREX1 RHOA 364
PREX1 STXBP1 270
PREX1 RALGDS 314
PREX1 PTEN 296
PREX1 ZNF185 160
PRG2 RANBP9 282
PRG2 RANBP10 237
PRIM1 RPA3 695
PRIM1 RPA1 695
PRIM1 PURA 540
PRIM1 PRIM2 999
PRIM1 REV3L 684
PRIM1 RFC3 600
PRIM1 TOP2A 300
PRIM1 RFC1 700
PRIM1 RFC4 600
PRIM1 RUVBL2 208
PRIM1 RPA2 810
PRIM1 RFC5 600
PRIM1 XRCC5 405
PRIM1 TOP1 341
PRIM2 RPA3 600
PRIM2 RPA1 695
PRIM2 PURA 540
PRIM2 REV3L 742
PRIM2 RPA2 854
PRIM2 RFC3 600
PRIM2 RFC1 600
PRIM2 RFC4 600
PRIM2 PRPS2 297
PRIM2 RFC5 600
PRIM2 TOP2A 281
PRKAA2 SIRT1 386
PRKAA2 PVALB 152
PRKAA2 PRKAB1 998
PRKAA2 TNNC1 152
PRKAA2 YWHAE 329
PRKAA2 PRKG2 190
PRKAA2 REL 273
PRKAA2 SOCS5 151
PRKAA2 YWHAG 329
PRKAA2 RPTOR 349
PRKAA2 UBE2I 265
PRKAA2 STK39 239
PRKAA2 RNASEL 170
PRKAA2 SCGN 152
PRKAA2 YWHAB 329
PRKAA2 RBBP7 317
PRKAA2 WWP1 423
PRKAA2 TNNC2 152
PRKAA2 SESN1 647
PRKAA2 VDAC2 203
PRKAA2 RABEPK 158
PRKAB1 TRIB3 440
PRKAB1 TSC2 319
PRKAB1 SESN1 600
PRKAB1 RICTOR 250
PRKAB1 PRKAR2A 540
PRKAB1 SF3B3 152
PRKAR2A PYGM 195
PRKAR2A TOMM22 254
PRKAR2A PYGL 195
PRKAR2A PYGB 195
PRKAR2A PRKCE 900
PRKAR2A TPST1 205
PRKAR2A WASF1 270
PRKAR2A STIP1 217
PRKAR2A TPST2 205
PRKAR2A USO1 169
PRKAR2A RYR2 297
PRKAR2A PTPN1 152
PRKAR2A RHOA 256
PRKCA VCL 272
PRKCA TNNT2 213
PRKCA RMDN3 279
PRKCA SLC1A1 508
PRKCA TJP1 171
PRKCA TIAM1 285
PRKCA RICTOR 270
PRKCA PRKCB 571
PRKCA PRKCE 770
PRKCA YWHAG 270
PRKCA SDC2 270
PRKCA PRKCH 305
PRKCA SP1 288
PRKCA TBK1 150
PRKCA STARD7 186
PRKCA SNCA 175
PRKCA RHOG 222
PRKCA RET 900
PRKCA RAC1 457
PRKCA RBCK1 283
PRKCA TGFBR2 246
PRKCA STAT1 267
PRKCA SDC4 993
PRKCA STXBP1 522
PRKCA SRC 642
PRKCA TGFBR1 290
PRKCA SDC1 426
PRKCA SQSTM1 175
PRKCA PRKCD 577
PRKCA PRPS2 222
PRKCA RELN 254
PRKCA RAPGEF3 242
PRKCA RHOA 620
PRKCA TYK2 285
PRKCA TOP2A 463
PRKCA WWC1 270
PRKCA RPS6KA2 400
PRKCB TNFRSF1A 270
PRKCB RB1 341
PRKCB TIAM1 285
PRKCB SYK 265
PRKCB SPTB 370
PRKCB SPTA1 360
PRKCB PRKCH 189
PRKCB RHOA 213
PRKCB PRKCE 189
PRKCB SQSTM1 175
PRKCB STXBP1 161
PRKCB YWHAG 270
PRKCB RNF123 270
PRKCB TOP2A 463
PRKCB SPTBN1 370
PRKCB SHC1 351
PRKCB RPS6KA2 151
PRKCB SPTBN2 370
PRKCB RBCK1 592
PRKCB PRKCD 386
PRKCB SDC2 270
PRKCB TBK1 150
PRKCD RALA 302
PRKCD RANBP9 270
PRKCD TNFRSF1A 270
PRKCD TRO 448
PRKCD SERPINE1 175
PRKCD SPI1 270
PRKCD SLC1A4 161
PRKCD RRAS 197
PRKCD RAC2 400
PRKCD RIPK1 154
PRKCD RAB2A 195
PRKCD STAT3 715
PRKCD TP63 285
PRKCD RHOF 260
PRKCD TP53 616
PRKCD RALB 206
PRKCD RASA1 317
PRKCD SLC1A2 178
PRKCD TJP1 272
PRKCD TIAM1 319
PRKCD TMED10 276
PRKCD PRKCE 343
PRKCD YWHAG 308
PRKCD SDC2 900
PRKCD RHOD 260
PRKCD PRKDC 623
PRKCD RANBP10 351
PRKCD RHOT2 189
PRKCD SP1 483
PRKCD SNCA 953
PRKCD RHOG 260
PRKCD TP53INP1 596
PRKCD STK39 201
PRKCD RAC1 400
PRKCD RHOT1 189
PRKCD STAT1 743
PRKCD RAB4A 189
PRKCD RIT1 197
PRKCD PTPN1 263
PRKCD SRC 923
PRKCD SYK 358
PRKCD RHOBTB3 260
PRKCD RHOH 294
PRKCD SQSTM1 629
PRKCD PTPN6 270
PRKCD TOP2A 307
PRKCD RHOA 478
PRKCD TKT 258
PRKCD PTK2B 393
PRKCD PTGES3 272
PRKCD SHC1 658
PRKCD SLC38A3 181
PRKCE RALA 197
PRKCE RRAS 197
PRKCE RAC2 400
PRKCE RAF1 306
PRKCE RAB2A 189
PRKCE YWHAE 152
PRKCE STAT3 630
PRKCE VDAC1 287
PRKCE RHOF 260
PRKCE RALB 200
PRKCE TIAM1 319
PRKCE SP1 270
PRKCE RIT1 197
PRKCE TYK2 427
PRKCE TF 181
PRKCE SNCA 195
PRKCE RACGAP1 181
PRKCE RHOG 260
PRKCE YWHAG 204
PRKCE SQSTM1 175
PRKCE RHOA 478
PRKCE SDC4 252
PRKCE ZBTB16 270
PRKCE STAT1 528
PRKCE RHOBTB3 260
PRKCE RHOT1 189
PRKCE RAB4A 189
PRKCE SRC 290
PRKCE RPS6KA2 311
PRKCE RAC1 400
PRKCE RHOT2 189
PRKCE VDAC2 207
PRKCE YWHAB 331
PRKCE RHOD 260
PRKCE RHOH 299
PRKCH RALA 197
PRKCH RRAS 197
PRKCH RAC2 400
PRKCH RAB2A 189
PRKCH STAT3 250
PRKCH RHOF 260
PRKCH RALB 197
PRKCH RICTOR 258
PRKCH RHOD 260
PRKCH RHOT2 189
PRKCH YWHAB 199
PRKCH RHOH 356
PRKCH SRC 163
PRKCH RAC1 400
PRKCH RHOT1 189
PRKCH RAB4A 189
PRKCH RHOBTB3 260
PRKCH SQSTM1 165
PRKCH RHOA 478
PRKCH RACGAP1 159
PRKCH RHOG 260
PRKCH PTPN6 241
PRKCH RIT1 197
PRKCH TF 150
PRKDC TRIP13 309
PRKDC USP18 270
PRKDC PVALB 154
PRKDC TSC2 155
PRKDC RRP9 540
PRKDC TNNC1 154
PRKDC TARDBP 212
PRKDC RAC2 150
PRKDC RPA1 567
PRKDC TOPBP1 215
PRKDC USP14 286
PRKDC UTP20 720
PRKDC RAB2A 167
PRKDC YWHAE 151
PRKDC SRF 282
PRKDC RHOF 150
PRKDC TP53 973
PRKDC RAB5A 386
PRKDC SSRP1 252
PRKDC XPC 900
PRKDC RICTOR 542
PRKDC WRN 858
PRKDC TSC1 157
PRKDC TAF10 293
PRKDC YWHAG 173
PRKDC RPTOR 508
PRKDC RHOD 150
PRKDC RBM14 273
PRKDC XRCC5 999
PRKDC RNF123 277
PRKDC RHOG 150
PRKDC SGK1 237
PRKDC UGT2B17 270
PRKDC SHC1 161
PRKDC TOP1 483
PRKDC YWHAB 172
PRKDC RBBP8 208
PRKDC SRPRB 288
PRKDC SP1 289
PRKDC UBQLN1 157
PRKDC RHOH 150
PRKDC TLR6 151
PRKDC SKI 270
PRKDC STAU1 270
PRKDC RAD23B 913
PRKDC SIRT6 438
PRKDC SCGN 154
PRKDC RNF4 270
PRKDC RELA 311
PRKDC TMPRSS2 759
PRKDC TAF6 252
PRKDC RAC1 150
PRKDC WDR37 175
PRKDC RHOBTB3 150
PRKDC TNNC2 154
PRKDC RHOA 229
PRKDC RPA2 555
PRKDC RUVBL2 445
PRKDC TLR1 151
PRKDC UBE2I 287
PRKDC WDR33 175
PRKDC RAD52 167
PRKDC XRCC6 999
PRKDC TRA2B 271
PRKG2 TPST2 205
PRKG2 STIP1 205
PRKG2 TPST1 205
PRKG2 UNC119 420
PRLR RBX1 600
PRLR SH2B1 600
PRLR PTPN11 775
PRLR STAT5A 809
PRLR VAV2 270
PRLR SRC 473
PRMT3 YBX2 254
PRMT3 USP11 243
PRMT3 ZC3H14 179
PRMT3 XPO7 409
PRMT3 SMAD7 179
PRMT3 SAMHD1 393
PRMT3 SIGMAR1 181
PRMT3 SMAD6 179
PRMT3 PRMT5 367
PRMT3 RNPS1 238
PRMT3 STAT1 270
PRMT3 RSL1D1 177
PRMT3 TUBA3C 159
PRMT3 SMC6 169
PRMT5 SYMPK 192
PRMT5 RAC2 189
PRMT5 SMARCC1 695
PRMT5 SMAD7 270
PRMT5 SMAD2 282
PRMT5 TRAF4 483
PRMT5 STAT3 476
PRMT5 TP53 788
PRMT5 SNRPG 900
PRMT5 RNF123 270
PRMT5 RRP12 272
PRMT5 RAD1 274
PRMT5 RIOK3 290
PRMT5 TYK2 270
PRMT5 SP1 289
PRMT5 WEE1 591
PRMT5 SMAD3 282
PRMT5 ZEB1 256
PRMT5 TCF19 551
PRMT5 REV3L 156
PRMT5 TLE4 270
PRMT5 STRBP 229
PRMT5 SF3A3 681
PRMT5 RBBP7 918
PRMT5 SERPINH1 224
PRMT5 RBPJ 195
PRMT5 WDR37 168
PRMT5 UCK1 280
PRMT5 SUPT5H 474
PRMT5 RELA 483
PRMT5 SHC1 183
PRMT5 PSMD14 270
PRMT5 WDR33 175
PRMT5 STK38L 414
PRMT5 SKI 282
PRMT5 RAC1 189
PRMT5 TDRD7 261
PRNP SPARC 167
PRNP TTR 154
PRNP SEC61A1 282
PRNP SLC6A8 219
PRNP TUBB2B 241
PRNP TLR2 216
PRNP SPPL2A 353
PRNP SLC1A1 296
PRNP SLC12A2 270
PRNP ZAP70 290
PRNP TMED10 579
PRNP PSEN1 190
PRNP SNCA 717
PRNP STIP1 918
PRNP SLC6A9 179
PRNP YWHAB 334
PRNP SRC 231
PRNP TSPAN7 276
PRNP SUCLA2 250
PRNP STEAP3 189
PRNP SLC12A3 175
PRNP TUBB2A 241
PRNP SLC6A12 219
PRNP RNF4 270
PRNP TUBA3C 206
PRNP PTGES3 237
PRNP TH 256
PRNP PTK2B 192
PRNP SYNJ1 270
PRNP PVR 158
PRNP SLC11A2 243
PRNP SYNPO 270
PRNP SPARCL1 227
PRNP SLC6A6 219
PRNP SQSTM1 221
PRNP PSMC2 181
PROC PROCR 995
PROC SERPINA5 802
PROC SKIL 900
PROC SMAD3 900
PROC WNT5A 189
PROC TMPRSS6 293
PROC SERPINC1 730
PROC RAPGEF3 190
PROCR SDHA 271
PROCR RNF4 270
PROCR SERPINA5 205
PROCR PSMD9 297
PRPF3 SF3A1 994
PRPF3 TARDBP 282
PRPF3 SNRPA 871
PRPF3 ZC3H14 158
PRPF3 SNRPA1 996
PRPF3 TLR2 161
PRPF3 UTP20 272
PRPF3 SLIT1 161
PRPF3 TXNL4A 998
PRPF3 SNRPG 997
PRPF3 USP15 414
PRPF3 SF3B3 992
PRPF3 SF3A3 993
PRPF3 SRSF7 237
PRPF3 PRPF4B 811
PRPF3 TLR7 161
PRPF3 TSKU 161
PRPF3 RTN4RL1 161
PRPF3 TLR1 161
PRPF3 RNH1 183
PRPF3 PRPF31 998
PRPF3 TLR6 161
PRPF3 RSU1 161
PRPF3 SLIT2 161
PRPF3 ZFPM2 237
PRPF3 SLIT3 161
PRPF31 SF3A1 994
PRPF31 PSMD7 157
PRPF31 RRP9 616
PRPF31 SNRPA 871
PRPF31 ZC3H14 301
PRPF31 SNRPA1 998
PRPF31 UTP20 407
PRPF31 TXNL4A 998
PRPF31 SNRPG 997
PRPF31 USP15 568
PRPF31 RPS9 347
PRPF31 SF3B3 996
PRPF31 RNPS1 235
PRPF31 TFB2M 213
PRPF31 RBM4 647
PRPF31 RAD23B 165
PRPF31 RPS14 343
PRPF31 RIOK3 151
PRPF31 PRPF4B 874
PRPF31 RUVBL2 949
PRPF31 UBQLN1 165
PRPF31 PSMD14 359
PRPF31 TAF6 900
PRPF31 WDR43 533
PRPF31 SF3A3 997
PRPF31 RCL1 366
PRPF31 RPS6 369
PRPF31 RPS19 466
PRPF31 TFDP1 271
PRPF31 RSL1D1 394
PRPF31 SLC25A5 157
PRPF31 RRP12 369
PRPF4B SF3A1 263
PRPF4B SNRPA 800
PRPF4B SNRPA1 800
PRPF4B TXNL4A 800
PRPF4B SNRPG 800
PRPF4B SF3B3 800
PRPF4B YWHAG 224
PRPF4B SRSF7 335
PRPF4B STAU1 261
PRPF4B TRA2B 227
PRPF4B RNF4 270
PRPF4B ZNF292 161
PRPF4B SF3A3 817
PRPF4B SRPK1 271
PRPS1 RBPJ 169
PRPS1 PRPS2 912
PRPS1 SUCLG1 156
PRPS1 RSL1D1 244
PRPS2 USP14 270
PRPS2 RBPJ 169
PRPS2 SUCLG1 156
PRPS2 RSL1D1 244
PRRX1 TGFB3 206
PRRX1 SRF 599
PRRX1 SOX10 281
PRRX1 XRCC6 177
PRRX1 UBE2I 150
PRSS3 TFPI 681
PRSS3 SPINT2 677
PRSS3 RBPJ 169
PRSS3 SATB1 191
PSEN1 SLC2A3 281
PSEN1 SEC61A1 181
PSEN1 VDAC1 180
PSEN1 SRI 232
PSEN1 TJP1 271
PSEN1 STX5 439
PSEN1 PTGER4 270
PSEN1 TMED10 958
PSEN1 TMBIM6 833
PSEN1 RYR2 457
PSEN1 RAD23B 191
PSEN1 TGFBR1 282
PSEN1 VLDLR 220
PSEN1 RBPJ 374
PSEN1 TCF7L2 461
PSEN1 PSENEN 999
PSEN1 STXBP1 270
PSEN1 SCN10A 204
PSEN1 UBQLN1 821
PSEN1 PSEN2 981
PSEN2 SRI 890
PSEN2 TMED10 256
PSEN2 RBPJ 374
PSEN2 RYR1 203
PSEN2 RYR2 482
PSEN2 TMBIM6 518
PSEN2 UBQLN1 706
PSEN2 PSENEN 976
PSENEN TMED10 964
PSENEN RBPJ 196
PSENEN RER1 513
PSIP1 USP14 270
PSIP1 RNF123 270
PSIP1 SP1 387
PSIP1 RPS6KA3 209
PSIP1 RPS6KA1 209
PSIP1 RELA 275
PSIP1 RBBP8 888
PSIP1 RPS6KA2 209
PSIP1 RNF4 270
PSIP1 RPL6 186
PSIP1 RPS6KA5 301
PSIP1 TRA2B 271
PSIP1 RAD51 158
PSMA1 PSMD8 998
PSMA1 PSMD7 997
PSMA1 TFPI 165
PSMA1 UBA2 417
PSMA1 PSMA6 999
PSMA1 USP14 995
PSMA1 USP15 314
PSMA1 RPN1 900
PSMA1 SPINT2 165
PSMA1 PSMD1 998
PSMA1 TPM4 338
PSMA1 PSMD12 999
PSMA1 RAD23B 165
PSMA1 PSMB10 994
PSMA1 UCHL5 905
PSMA1 PSMB2 999
PSMA1 PSMB9 997
PSMA1 UBQLN1 175
PSMA1 PSME1 956
PSMA1 PSMD14 999
PSMA1 PSMC2 998
PSMA1 PSMD13 996
PSMA1 PSMC6 999
PSMA1 PSMC3 998
PSMA1 PSMD9 863
PSMA6 PSMD8 998
PSMA6 SF3A1 239
PSMA6 RBX1 282
PSMA6 PSMD7 997
PSMA6 TFPI 165
PSMA6 TARDBP 271
PSMA6 PYCR1 157
PSMA6 RPN1 900
PSMA6 SPINT2 165
PSMA6 PSMD13 993
PSMA6 UBQLN1 378
PSMA6 RTN1 192
PSMA6 PSMD1 998
PSMA6 PSMC6 998
PSMA6 PSMB10 990
PSMA6 RAD23B 165
PSMA6 PSME1 957
PSMA6 SQSTM1 349
PSMA6 UCHL5 839
PSMA6 PSMD9 865
PSMA6 TPM4 209
PSMA6 PSMB9 997
PSMA6 PSMD14 999
PSMA6 PSMB2 999
PSMA6 PSMC2 998
PSMA6 TPM3 338
PSMA6 USP14 993
PSMA6 PSMC3 999
PSMA6 PSMD12 999
PSMB10 PSMD8 945
PSMB10 PSMD7 955
PSMB10 SPI1 270
PSMB10 TARDBP 270
PSMB10 USP14 743
